"cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","numberOfReviews","name","website","id","longitude","latitude","description","priceRange","webUrl","rating","rankingPosition","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","rawRanking","establishmentTypes/0","establishmentTypes/1"
"Bar","Seafood","Pub",,,,,"Reservations","Seating","Serves Alcohol","Outdoor Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","Suli Suli",,"8602595","39.74339","-3.982578",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d8602595-Reviews-Suli_Suli-Mombasa_Coast_Province.html","3.5","84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0765092372894287","Restaurants",
"Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Fisherman Beach Restaurant",,"6680226",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d6680226-Reviews-Fisherman_Beach_Restaurant-Mombasa_Coast_Province.html","4.5","86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0698301792144775","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Nyali Barbecue Rockwall",,"9721620","39.68436","-4.05657",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d9721620-Reviews-Nyali_Barbecue_Rockwall-Mombasa_Coast_Province.html","4.5","72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.090301990509033","Restaurants",
"Seafood","Italian","Arabic",,,,,"Reservations","Table Service","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","Oceanic Cuisine","https://www.facebook.com/OceanicCuisineMsa/","13976207","39.665924","-4.03348","The best fresh seafood and BBQ grill point in Mombasa, Kenya.","KES 1,482 - KES 17,788","https://www.tripadvisor.com/Restaurant_Review-g294210-d13976207-Reviews-Oceanic_Cuisine-Mombasa_Coast_Province.html","4","79",,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"3.084111452102661","Restaurants",
"Seafood","Barbecue",,,,,,"Takeout","Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22","Tudor water sports Restaurant",,"4739358","39.663666","-4.030719",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4739358-Reviews-Tudor_water_sports_Restaurant-Mombasa_Coast_Province.html","4","75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.088404893875122","Restaurants",
"Chinese","Seafood","Fast Food","British",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Wheelchair Accessible","Digital Payments","Cash Only","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Fichi Fish n Chips & Halal Chinese",,"26450245","39.676674","-4.071762","Fish and chips, Seafood and Halal Chinese food.","KES 103,765 - KES 296,472","https://www.tripadvisor.com/Restaurant_Review-g294210-d26450245-Reviews-Fichi_Fish_n_Chips_Halal_Chinese-Mombasa_Coast_Province.html","5","80",,"Africa/Nairobi","1320","720",,,,,,,"870","720","1290","1020","870","720","1290","1020","870","720","1290","1020","870","720","1290","1020","1320","720",,,"3.0816595554351807","Restaurants",
"Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Cafe Stavrose",,"6513177","39.67003","-4.0621",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d6513177-Reviews-Cafe_Stavrose-Mombasa_Coast_Province.html","4","73",,"Africa/Nairobi",,,,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"900","540",,,"3.089538335800171","Restaurants",
"Bar","Seafood","Pub","Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","The Crab Den Mtwapa","https://thecrabden.com/","23698391","39.74488","-3.950505",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d23698391-Reviews-The_Crab_Den_Mtwapa-Mtwapa_Coast_Province.html","5","5",,"Africa/Nairobi","1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"3.1070878505706787","Restaurants",
"International","Bar","Pub","Seafood",,,,"Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Street Parking","Free off-street parking","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Accepts Discover","Accepts Credit Cards","Table Service",,,,,,,,,,,,,,,,,,,,,,,"13","Azura","http://www.azura.co.ke","8562686","39.677525","-4.040837","Azura is a scenic venue right after Nyali Bridge overlooking the beautiful, rippling Indian Ocean. The hypnotizing atmosphere is the perfect remedy from the blaring noise and monotony of modern day life. Our open air restaurant offers a panoramic view where guests can revel in our locally sourced, seasonal cuisine at our restaurant, savour our traditional clay oven baked pizzas at our pizzeria, sample the succulent cuts of meat from our grill and connect with friends and family under the stars at our bars and lounges as you relax and unwind with our signature cocktails. Our spacious vicinity is also the premier space for cooperate events to any private function.","KES 445 - KES 5,929","https://www.tripadvisor.com/Restaurant_Review-g294210-d8562686-Reviews-Azura-Mombasa_Coast_Province.html","3.5","91",,"Africa/Nairobi","1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"3.0598955154418945","Restaurants",
"African","Barbecue",,,,,,"Wheelchair Accessible","Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","Shukrani Cafe",,"10769112","39.69225","-4.02947",,,"https://www.tripadvisor.com/Restaurant_Review-g298253-d10769112-Reviews-Shukrani_Cafe-Malindi_Coast_Province.html","4","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1076650619506836","Restaurants",
"Italian","African","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Skippers Deck",,"19438219","39.738476","-3.989074","Restaurant and Lounge by the Beach live Band & Disco","KES 74,118 - KES 741,180","https://www.tripadvisor.com/Restaurant_Review-g294210-d19438219-Reviews-Skippers_Deck-Mombasa_Coast_Province.html","5","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1026763916015625","Restaurants",
"Steakhouse","Indian","African","Seafood",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Street Parking","Free off-street parking","Television","Digital Payments","Cash Only","Free Wifi","Table Service","Family style",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Kaybees Foodjoint",,"20810594",,,"Quality food at affordable prices with a choice of either eat in or takeaway.open for lunch through dinner. bringing you a combination of street food and fine dining meals.","KES 51,883 - KES 444,708","https://www.tripadvisor.com/Restaurant_Review-g294210-d20810594-Reviews-Kaybees_Foodjoint-Mombasa_Coast_Province.html","5","68",,"Africa/Nairobi","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"3.099569797515869","Restaurants",
"Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Smugglers Cove Seafood Restaurant Voyager","http://www.heritage-eastafrica.com","5569473","39.715763","-4.03569",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d5569473-Reviews-Smugglers_Cove_Seafood_Restaurant_Voyager-Mombasa_Coast_Province.html","5","71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.094618797302246","Restaurants",
"Bar",,,,,,,"Seating","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","Anuba Lounge","https://www.facebook.com/AnubaLounge/","11749440","39.71943","-4.021362","Anuba brings people together. It is the place of choice for guests to meet, share and enjoy a celebration of life's moments.","KES 14,824 - KES 1,482,360","https://www.tripadvisor.com/Restaurant_Review-g294210-d11749440-Reviews-Anuba_Lounge-Mombasa_Coast_Province.html","4","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.2306575775146484","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","The Deck Kenya","http://www.facebook.com/pg/thedeckkenya/about","12592401","39.684128","-4.058658",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d12592401-Reviews-The_Deck_Kenya-Mombasa_Coast_Province.html","4","89",,"Africa/Nairobi","1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"3.0656163692474365","Restaurants",
"Steakhouse","African","Fast Food","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Smockies Restaurant & Nyama Choma",,"23518926","39.746853","-3.973852","Outside Restaurant & Nyama Choma",,"https://www.tripadvisor.com/Restaurant_Review-g1183067-d23518926-Reviews-Smockies_Restaurant_Nyama_Choma-Shanzu_Mombasa_Coast_Province.html","4.5","3",,"Africa/Nairobi","1260","480",,,,,,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"3.0593156814575195","Restaurants",
"African","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","La Parisiene Restaurant",,"24154781","39.748203","-3.953612",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d24154781-Reviews-La_Parisiene_Restaurant-Mtwapa_Coast_Province.html","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1243088245391846","Restaurants",
"Indian","Fast Food","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","New Chetna Restaurant","https://www.facebook.com/newchetna/","14102573","39.67088","-4.06002","We are vegetarian restaurant we specialize in vegetarian thali which has a starter 3 curries rice daal salad pickles a jug of buttermilk and a dessert. We also specialize in indian sweets, snacks, jalebi gathias, assorted bhajias like maru bhajia, methi bhajia,daal bhajia,pack potatoes and much more.","KES 3,706 - KES 8,894","https://www.tripadvisor.com/Restaurant_Review-g294210-d14102573-Reviews-New_Chetna_Restaurant-Mombasa_Coast_Province.html","4","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.153301239013672","Restaurants",
"Bar","Pub",,,,,,"Seating","Serves Alcohol","Reservations","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","Bella vista","https://www.facebook.com/Bellavistasportsbar/","1119778","39.665295","-4.061351",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1119778-Reviews-Bella_vista-Mombasa_Coast_Province.html","4","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1112749576568604","Restaurants",
"International","Vegetarian Friendly",,,,,,"Takeout","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","Caribou Restaurant","https://www.facebook.com/caribou.restaurant","3960982","39.68713","-4.05048",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d3960982-Reviews-Caribou_Restaurant-Mombasa_Coast_Province.html","3.5","83",,"Africa/Nairobi","1560","480",,,"1560","480",,,"1560","480",,,"1560","480",,,"1560","480",,,"1560","480",,,"1560","480",,,"3.0785775184631348","Restaurants",
"African","Bar","Pub",,,,,"Outdoor Seating","Seating","Parking Available","Television","Serves Alcohol","Full Bar","Reservations","Wheelchair Accessible","Live Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110","Kahama Sports Bar & Restaurant","http://www.kahamahotel.co.ke/bar.html","1757035","39.736465","-3.987926",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1757035-Reviews-Kahama_Sports_Bar_Restaurant-Mombasa_Coast_Province.html","3.5","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.2208497524261475","Restaurants",
"Indian","Asian",,,,,,"Takeout","Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23","The Alishaan Seaview Restaurant","https://the-alishaan-sea-view-restaurant.business.site/","4020125","39.672863","-4.036038",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4020125-Reviews-The_Alishaan_Seaview_Restaurant-Mombasa_Coast_Province.html","4","48",,"Africa/Nairobi","1350","720",,,"900","720","1350","1080","900","720","1350","1080","900","720","1350","1080","900","720","1350","1080","900","720","1350","1080","1350","720",,,"3.1792633533477783","Restaurants",
"Chinese","Asian","Vegetarian Friendly",,,,,"Takeout","Reservations","Seating","Table Service","Delivery","Buffet","Private Dining","Validated Parking","Valet Parking","Free off-street parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Cash Only","Free Wifi","Accepts Credit Cards","Live Music","Waterfront","Jazz Bar","Family style","Non-smoking restaurants","Sports bars","Gift Cards Available",,,,,,,,,,,,,,,,,,"28","Li's Chinese Restaurant",,"20920665","39.700462","-4.045201","Mombasa’s finest Authentic Chinese Cuisine, located in the Heart of Nyali! Providing a Unique Chinese ambiance and the Real taste your looking for! Dine in and Takeaway service available! Now Open; Tuesday - Sunday Monday’s Closed Welcome All!","KES 14,824 - KES 592,944","https://www.tripadvisor.com/Restaurant_Review-g294210-d20920665-Reviews-Li_s_Chinese_Restaurant-Mombasa_Coast_Province.html","4","44",,"Africa/Nairobi","1260","660",,,,,,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"3.2017741203308105","Restaurants",
,,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","JDs Bar & Grill",,"11661319","39.7174","-4.03259",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d11661319-Reviews-JDs_Bar_Grill-Mombasa_Coast_Province.html","4.5","74",,"Africa/Nairobi","2100","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"1500","1020",,,"3.0889322757720947","Restaurants",
"African",,,,,,,"Reservations","Private Dining","Parking Available","Television","Serves Alcohol","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Discover","Accepts Credit Cards","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","BREEZES HOTEL- SHANZU","http://www.breezeshotel.co.ke/","2039126",,,"The Hotel has a homely serene setting overlooking the Bamburi Forest. With 20 self contained rooms with en-suite toilet, shower, A/C & TV. The hotel has 24 hr security and caters for families, corporate customers and international tourist and it's located only 5 minute's walk to the nearest beach.Amenities:Bar/LoungeFree ParkingOpen-Air RestaurantRoom ServiceWheelchair access & WiFi",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d2039126-Reviews-BREEZES_HOTEL_SHANZU-Mombasa_Coast_Province.html","4","77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0857176780700684","Restaurants",
"Steakhouse","Seafood","Asian",,,,,"Reservations","Table Service","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","Dhow House","https://www.dhowhouse.co.ke/","15247035","39.711014","-4.038367",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d15247035-Reviews-Dhow_House-Mombasa_Coast_Province.html","3.5","93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0583057403564453","Restaurants",
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Flamingo Restaurant",,"2560227","39.68129","-4.03992",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d2560227-Reviews-Flamingo_Restaurant-Mombasa_Coast_Province.html","3.5","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.031247854232788","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Cova Dijana",,"12005248",,,,,"https://www.tripadvisor.com/Restaurant_Review-g1183067-d12005248-Reviews-Cova_Dijana-Shanzu_Mombasa_Coast_Province.html","4.5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.037557363510132","Restaurants",
"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Il cova",,"5027396","39.66927","-4.06412",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d5027396-Reviews-Il_cova-Mombasa_Coast_Province.html","4.5","116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.033938407897949","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Milele Beach Hotel","https://www.facebook.com/Milele.Beach.Hotel/","4086633","39.696785","-4.050725",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4086633-Reviews-Milele_Beach_Hotel-Mombasa_Coast_Province.html","3.5","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0348854064941406","Restaurants",
"German","African","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Makuti Hidden",,"6690706","39.58281","-4.00221",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d6690706-Reviews-Makuti_Hidden-Mtwapa_Coast_Province.html","4","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0351996421813965","Restaurants",
"Indian","African","Cafe","Fast Food","Street Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Sadru's Cafe",,"21344454","39.66937","-4.06091",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d21344454-Reviews-Sadru_s_Cafe-Mombasa_Coast_Province.html","5","117",,"Africa/Nairobi",,,,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1020","480",,,"3.0334575176239014","Restaurants",
"Indian",,,,,,,"Reservations","Delivery","Takeout","Seating","Wheelchair Accessible","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","Bombay Bistro",,"2520284","39.67549","-4.071128",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d2520284-Reviews-Bombay_Bistro-Mombasa_Coast_Province.html","3","112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.038774013519287","Restaurants",
"Italian","Contemporary",,,,,,"Reservations","Seating","Wheelchair Accessible","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","Minazi Restaurant","http://www.sarovahotels.com","3369603","39.737396","-3.989428",,"KES 1,334 - KES 5,188","https://www.tripadvisor.com/Restaurant_Review-g294210-d3369603-Reviews-Minazi_Restaurant-Mombasa_Coast_Province.html","3.5","118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.031987190246582","Restaurants",
"American","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Danka Lounge","https://www.facebook.com/dankalounge/","13132879","39.749798","-3.93857",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d13132879-Reviews-Danka_Lounge-Mombasa_Coast_Province.html","3.5","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0418355464935303","Restaurants",
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Yolo",,"21374564","39.673153","-4.062837",,,"https://www.tripadvisor.com/Restaurant_Review-g294207-d21374564-Reviews-Yolo-Nairobi.html","5","592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0389323234558105","Restaurants",
"Bar","Cafe","Grill","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Steam Bar & Grill Mombasa Nyali",,"18187146",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d18187146-Reviews-Steam_Bar_Grill_Mombasa_Nyali-Mombasa_Coast_Province.html","4.5","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.040386915206909","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Abedare Restaurant",,"17469440","39.7174","-4.03259",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d17469440-Reviews-Abedare_Restaurant-Mombasa_Coast_Province.html","4.5","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.039515733718872","Restaurants",
"Italian","Pizza","Seafood","Grill","Central-Italian",,,"Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Marina Seaside Restaurant KE","https://www.facebook.com/marina.seasideke","23140621","39.749798","-3.938569","Tucked away along the Creek of Mtwapa is Marina Seaside Restaurant formerly known as La Marina Restaurant. Marina Sea Side being right by the seaside mainly specializes in Seafood dishes and accommodates many other tastes as well.","KES 222,354 - KES 667,062","https://www.tripadvisor.com/Restaurant_Review-g2049443-d23140621-Reviews-Marina_Seaside_Restaurant_KE-Mtwapa_Coast_Province.html","4","10",,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"3.0421931743621826","Restaurants",
"Italian","Indian","Lebanese","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beef",,,,,,,,,,,,,,,,,"15","EnglishPoint Marina","https://www.facebook.com/EnglishPointMarina","21890132","39.68237","-4.05041",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d21890132-Reviews-EnglishPoint_Marina-Mombasa_Coast_Province.html","3.5","98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.052257776260376","Restaurants",
"African","Pub",,,,,,"Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30","Casuarina Nomad Bar and Restaurant","http://www.casaurina.com/","2212456","39.74506","-3.94901",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d2212456-Reviews-Casuarina_Nomad_Bar_and_Restaurant-Mtwapa_Coast_Province.html","3.5","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.053518533706665","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Fayaz Bakery",,"12724344",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d12724344-Reviews-Fayaz_Bakery-Mombasa_Coast_Province.html","4","97",,"Africa/Nairobi","1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"3.053101062774658","Restaurants",
"Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","AL Diwan Arabian Food",,"19715476","39.66455","-4.0584",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d19715476-Reviews-AL_Diwan_Arabian_Food-Mombasa_Coast_Province.html","4.5","96",,"Africa/Nairobi","1290","720",,,"1080","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"3.054992914199829","Restaurants",
"Barbecue","Middle Eastern","Halal",,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","Al Hasmi Restaurant",,"7716774","39.66688","-4.06147",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d7716774-Reviews-Al_Hasmi_Restaurant-Mombasa_Coast_Province.html","3.5","101",,"Africa/Nairobi",,,,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,,,,,"3.0510809421539307","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","B2 Garden Restaurant","http://www.b2blackwater.co.ke","17689307","39.74293","-3.95334",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d17689307-Reviews-B2_Garden_Restaurant-Mtwapa_Coast_Province.html","4","8",,"Africa/Nairobi","1320","600",,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"3.0485599040985107","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Sizzling Flames","http://www.glorykenya.com","4300554","39.66859","-4.06061",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4300554-Reviews-Sizzling_Flames-Mombasa_Coast_Province.html","4","110",,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"3.0395214557647705","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Sokoni Plaza","http://www.serenahotels.com/serenabeachhotel/bushdinner-en.html","12592418","39.75091","-3.97116",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d12592418-Reviews-Sokoni_Plaza-Mombasa_Coast_Province.html","4","90",,"Africa/Nairobi","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"3.06144118309021","Restaurants",
"Indian","Seafood","Fast Food","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Aj's Bar And Grill","https://m.facebook.com/ajsbargrill","23138551","39.69005","-4.050444",,"KES 148,236 - KES 963,534","https://www.tripadvisor.com/Restaurant_Review-g294210-d23138551-Reviews-Aj_s_Bar_And_Grill-Mombasa_Coast_Province.html","4","99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.051903247833252","Restaurants",
